packet_no,timestamp_sec,timestamp_usec,src_ip,dst_ip,src_port,dst_port,protocol,packet_len,ttl,tcp_flags,icmp_type,icmp_code
509,1773234317,551286,192.168.100.42,239.255.255.250,48299,1900,UDP,433,2,NONE,-1,-1
510,1773234317,579714,192.168.100.42,239.255.255.250,48299,1900,UDP,445,2,NONE,-1,-1
511,1773234317,630664,192.168.100.42,239.255.255.250,48299,1900,UDP,443,2,NONE,-1,-1
512,1773234317,881069,192.168.100.42,239.255.255.250,48299,1900,UDP,379,2,NONE,-1,-1
513,1773234317,915487,192.168.100.37,192.168.100.42,64297,8009,TCP,164,128,PSH|ACK,-1,-1
514,1773234317,927506,192.168.100.42,192.168.100.37,8009,64297,TCP,164,64,PSH|ACK,-1,-1
515,1773234317,935320,192.168.100.42,239.255.255.250,48299,1900,UDP,388,2,NONE,-1,-1
516,1773234317,971143,192.168.100.37,192.168.100.42,64297,8009,TCP,54,128,ACK,-1,-1
517,1773234317,981070,192.168.100.42,239.255.255.250,48299,1900,UDP,435,2,NONE,-1,-1
518,1773234318,31768,192.168.100.42,239.255.255.250,48299,1900,UDP,433,2,NONE,-1,-1
519,1773234318,82229,192.168.100.42,239.255.255.250,48299,1900,UDP,445,2,NONE,-1,-1
520,1773234318,132954,192.168.100.42,239.255.255.250,48299,1900,UDP,443,2,NONE,-1,-1
521,1773234318,172913,192.168.100.42,224.0.0.251,5353,5353,UDP,1493,255,NONE,-1,-1
523,1773234318,172913,192.168.100.42,224.0.0.251,5353,5353,UDP,429,255,NONE,-1,-1
525,1773234318,888378,192.168.100.37,192.168.100.42,65203,8009,TCP,164,128,PSH|ACK,-1,-1
526,1773234318,918865,192.168.100.42,192.168.100.37,8009,65203,TCP,164,64,PSH|ACK,-1,-1
527,1773234318,966521,192.168.100.37,192.168.100.42,65203,8009,TCP,54,128,ACK,-1,-1
